Name,Age,Height,Weight,ValueEUR,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall
B. Zungu,28,184,76,1800000,Medium,Medium,57,66,70,69,68,74,71
K. Hafez,25,175,73,2600000,Medium,Medium,79,45,66,69,66,71,71
R. Santa Cruz,39,189,80,650000,Medium,Medium,33,73,61,62,36,61,71
Rubén Castro,40,169,68,0,Medium,Low,70,74,61,72,29,61,71
M. Yandaş,26,174,73,2200000,High,High,72,67,69,71,47,69,71
B. Özcan,23,178,72,4099999,Medium,Medium,68,58,73,75,54,65,71
G. Mera,31,187,87,1300000,Low,High,48,26,39,41,71,81,71
O. Rivero,29,185,83,1900000,High,Medium,70,71,48,69,25,76,71
L. Depoitre,32,191,91,1500000,High,High,49,69,61,60,42,81,71
A. Alcáraz,38,187,78,325000,Medium,Medium,34,43,48,59,70,72,71
J. Thielmann,19,178,72,4000000,High,Medium,76,69,65,71,40,64,71
A. Hohberg,29,170,73,1800000,Medium,Low,75,69,69,75,32,63,71
Luisinho Conradi,21,174,78,2000000,Medium,Medium,69,56,66,75,68,71,71
G. Güvenç,29,187,85,1400000,Medium,Medium,71,70,68,74,56,70,71
K. Wilczek,33,185,83,1200000,Medium,Medium,58,71,62,67,39,78,71
A. Burcă,28,187,82,1900000,Medium,High,68,23,44,51,71,76,71
M. Lobaño,21,181,78,2200000,Medium,Medium,75,72,60,67,32,70,71
T. Wellenreuther,25,188,80,2000000,Medium,Medium,72,69,65,73,53,68,71
Edsinho Torres,25,178,77,1900000,Medium,Medium,70,54,60,60,67,70,71
I. Ugbo,22,185,73,3800000,High,Medium,78,70,57,68,29,70,71
Guilherme Parede,25,176,74,2200000,High,Medium,72,70,67,72,46,63,71
N. Penneteau,40,185,78,210000,Medium,Medium,68,74,66,63,27,81,71
M. Hector,28,193,82,1800000,Low,Medium,61,47,51,58,71,77,71
Li Xuepeng,32,185,75,1300000,High,Medium,81,55,68,67,66,71,71
A. Bella Kotchap,19,190,87,4200000,Medium,Medium,76,25,50,46,71,74,71
M. Frendrup,20,178,70,3900000,Medium,Medium,78,52,63,71,67,75,71
J. Yueill,24,178,74,2700000,High,High,60,60,70,69,63,72,71
S. Romagnoli,31,193,85,1300000,Low,Medium,55,40,45,52,73,78,71
J. Ebobisse,24,183,79,2700000,High,High,82,66,63,69,34,79,71
J. Güemez,29,176,80,1600000,Medium,High,57,67,67,65,68,85,71
D. McCarty,34,175,68,650000,Medium,High,44,54,67,67,68,74,71
J. Soñora,24,174,73,2800000,High,Low,82,68,69,74,55,58,71
A. Hack,27,193,88,1900000,Medium,Medium,62,32,59,56,73,74,71
J. Cádiz,25,191,85,2500000,High,Medium,62,69,52,69,31,75,71
J. De Sart,26,187,73,2300000,Medium,Medium,51,67,72,67,68,69,71
J. Léa Siliki,25,183,73,2700000,High,Medium,70,62,71,73,69,70,71
J. Gondorf,33,176,74,1200000,Medium,High,61,63,70,71,66,77,71
R. Morrison,28,175,71,1900000,Medium,Low,71,65,72,75,48,53,71
Tomás Ribeiro,22,185,77,4300000,Medium,High,67,34,49,49,71,74,71
N. Raskin,20,179,74,4500000,High,High,69,62,72,73,66,74,71
Antônio Carlos,28,191,79,1800000,Medium,High,60,34,43,43,71,80,71
V. Fischer,27,181,73,2000000,High,Medium,77,67,69,73,35,64,71
Dentinho,32,176,75,1500000,Medium,Low,77,69,66,74,47,71,71
C. Garcés,31,185,85,1600000,Medium,Low,65,73,51,64,32,80,71
Alex das Freitas,21,172,76,2000000,Medium,High,66,55,59,65,72,70,71
Tiago Esgaio,25,175,71,2300000,High,Medium,68,55,62,67,71,65,71
Ismael,26,165,65,2300000,Medium,Medium,69,58,72,77,55,68,71
Hugo Duro,21,180,76,4200000,Medium,Medium,74,72,44,73,29,59,71
E. Horvath,26,195,83,2000000,Medium,Medium,78,66,57,76,49,62,71
R. Řezník,32,183,82,1300000,Medium,High,71,58,64,65,69,73,71
V. Haroyan,28,185,75,1800000,Medium,High,58,30,49,50,72,75,71
I. Kharatin,26,188,76,2200000,Medium,Medium,57,62,64,64,66,72,71
J. Moreno,27,174,70,1900000,Medium,High,62,57,69,63,67,75,71
Hélder Ferreira,24,179,70,3000000,Medium,Medium,75,66,68,72,35,58,71
F. Holland,30,172,74,1600000,High,High,64,47,61,69,69,71,71
L. Kappel,31,183,73,1600000,Medium,Medium,86,68,60,73,32,66,71
Y. Barbet,28,187,81,1800000,Medium,Medium,68,50,67,64,71,75,71
P. Bardsley,36,180,79,425000,Low,Medium,43,58,65,67,74,73,71
V. Vada,25,175,70,2500000,Medium,Medium,61,64,73,71,66,73,71
T. Morishima,24,175,67,2900000,Medium,Low,77,67,72,71,39,61,71
M. Al Kuwaykibi,26,169,64,2200000,High,Medium,87,66,64,75,27,54,71
B. Zech,30,186,73,1500000,Medium,High,80,29,55,51,74,72,71
M. Batna,31,184,77,1600000,High,Low,74,70,70,73,35,72,71
M. Stiepermann,30,190,86,1800000,Medium,Low,62,71,70,71,63,76,71
R. Gumny,23,182,71,4000000,High,High,81,37,60,69,67,66,71
Salvador Agra,29,166,62,1800000,Medium,Medium,88,66,70,71,34,67,71
B. Kololli,29,184,82,1800000,High,Medium,75,68,66,73,54,68,71
J. Elías,25,175,69,2500000,Medium,Medium,68,57,69,69,70,74,71
Juninho,26,187,80,2200000,Medium,Medium,73,35,50,55,71,76,71
M. Vandevoordt,19,190,79,4300000,Medium,Medium,74,70,67,73,39,66,71
Wagner Orsinho,21,176,69,2000000,High,Medium,77,57,68,64,68,59,71
Sergio Santos,26,180,77,2200000,High,Medium,90,66,55,73,26,70,71
W. Morelo,34,172,70,900000,High,High,77,71,62,72,42,64,71
Tiago Rodrigues,29,177,72,1800000,Medium,Medium,64,72,74,72,53,62,71
J. Geis,27,181,81,1800000,Low,High,54,63,77,63,68,70,71
Óscar Valentín,26,177,72,2200000,Medium,High,66,45,61,62,69,72,71
Jesús Imaz,30,179,70,1800000,High,Medium,82,74,66,72,31,67,71
J. Sánchez,31,168,67,1400000,Medium,Medium,78,57,62,72,67,62,71
J. Okumu,24,193,75,2600000,Medium,High,71,49,63,61,70,75,71
Pipa,23,176,72,3600000,Medium,Medium,75,57,67,71,67,68,71
R. Laryea,26,175,70,2100000,High,Medium,85,60,64,72,63,71,71
L. León,28,183,69,1600000,Medium,Medium,58,37,47,49,71,72,71
Alex Muñoz,26,187,80,2000000,High,Medium,80,65,61,66,67,78,71
I. Santini,32,190,90,1500000,Medium,Medium,40,76,53,58,40,84,71
D. Kyereh,25,179,73,2800000,Medium,Medium,82,68,62,76,22,61,71
F. Kadioglu,21,174,68,4200000,High,Medium,73,61,70,75,33,57,71
R. Manaj,24,182,76,3800000,Medium,Medium,69,72,54,70,28,69,71
A. Ajeti,24,183,78,2900000,High,Medium,74,70,60,69,29,71,71
D. Quintero,33,166,66,1200000,High,Low,73,69,69,75,28,54,71
H. Sakhi,25,176,72,2700000,High,Low,72,66,73,72,57,60,71
T. Børven,29,185,72,1900000,High,Low,71,71,58,68,33,69,71
Y. Gordillo,29,178,73,1600000,Low,High,62,45,58,63,67,78,71
D. Selke,26,194,84,2400000,High,Medium,76,70,53,67,40,75,71
M. Pineida,28,170,83,1700000,High,Medium,73,45,64,62,68,72,71
A. Chatzigiovanis,24,175,62,3000000,High,Medium,80,62,68,74,36,61,71
L. James,28,188,80,1900000,Medium,Medium,69,70,54,71,30,74,71
J. Sierra,24,169,62,3700000,Medium,Medium,74,64,68,71,64,68,71
R. Majecki,21,193,78,3200000,Medium,Medium,70,69,66,72,29,71,71
M. Dæhli,26,172,70,2300000,High,Medium,75,54,68,80,26,62,71
I. Soro,23,173,76,2700000,Medium,High,71,52,62,68,68,74,71
V. Supriaha,21,182,75,4200000,Medium,Low,87,70,50,72,19,51,71
O. Omoijuanfo,27,188,75,2200000,High,Medium,75,71,61,68,44,74,71
C. Deac,35,177,74,775000,High,Medium,70,68,72,72,57,72,71
H. Traorè,21,177,68,4600000,High,Medium,70,66,69,76,56,59,71
E. Zhegrova,22,174,66,4200000,Medium,Low,81,63,63,77,25,56,71
J. Lucumí,26,178,75,2200000,Medium,Low,74,67,66,74,24,62,71
Thiago Alminxa,29,182,71,1900000,High,Low,82,67,62,73,25,64,71
K. N'Doram,25,185,77,2500000,High,High,62,48,60,68,69,79,71
J. Lolley,28,178,72,1900000,High,Medium,82,68,67,75,49,55,71
H. Delcroix,22,185,75,3500000,Medium,Medium,70,28,57,61,72,70,71
D. Bain,27,181,74,2000000,Low,High,61,26,49,53,72,75,71
Rafael,31,186,83,1000000,Medium,Medium,72,68,58,72,45,69,71
D. O'Shea,22,188,74,3500000,Medium,Medium,62,33,54,54,72,73,71
G. Peruzzi,29,178,71,1600000,High,Medium,74,49,64,69,66,71,71
K. Bua,27,180,77,2000000,High,Low,85,66,65,73,38,64,71
A. Knockaert,29,172,69,1800000,High,Medium,73,67,70,75,48,65,71
I. Jakobs,21,184,75,4200000,High,High,86,58,58,73,61,69,71
P. Tachtsidis,30,191,86,1800000,Medium,Medium,47,60,73,63,65,75,71
J. Dahlin,34,192,94,325000,Medium,Medium,66,72,67,67,37,79,71
J. Álvarez,25,176,72,2500000,High,Low,77,61,65,73,38,62,71
V. Nsimba,27,167,67,1800000,High,High,85,59,63,69,65,61,71
N. Freire,27,186,80,1900000,Medium,Medium,43,29,42,47,73,72,71
S. Tronstad,25,174,70,2500000,Medium,Medium,66,60,70,71,68,72,71
M. Schmelzer,33,180,74,975000,Medium,High,55,48,65,65,74,70,71
Pepelu,22,186,73,4000000,Medium,Medium,55,61,71,70,64,70,71
N. Bertolo,35,181,77,775000,High,Low,59,70,74,72,38,66,71
C. Traoré,26,174,78,2100000,High,Medium,74,45,61,69,68,67,71
M. Suttner,34,179,73,700000,High,Medium,62,60,72,69,68,67,71
Chema Rodríguez,29,189,80,1700000,Medium,High,59,59,57,60,72,71,71
A. Turan,34,177,76,875000,Medium,Medium,46,71,75,76,64,61,71
Carleto Costinha,29,175,69,1800000,Medium,Low,82,63,71,73,38,54,71
J. García,34,182,78,325000,Medium,Medium,72,68,74,73,35,70,71
L. Ramos,31,185,84,1600000,High,Medium,68,73,54,66,32,78,71
J. Onguéné,23,186,78,3500000,Medium,Medium,70,30,42,58,71,73,71
M. Seuntjens,29,187,81,1800000,Medium,High,72,70,69,70,62,75,71
Hong Jeong Ho,31,186,77,1300000,Medium,High,75,47,52,55,69,79,71
T. Koubek,28,197,95,1500000,Medium,Medium,76,62,67,75,41,69,71
Yu Hanchao,34,179,70,875000,High,Low,76,63,69,72,37,63,71
J. Novillo,23,190,85,2600000,Low,Medium,64,34,43,48,70,80,71
Bracali,40,185,78,210000,Medium,Medium,71,71,60,69,40,71,71
Yuri,38,186,78,650000,High,Medium,66,73,60,69,36,71,71
Lourency,25,178,74,2500000,High,Low,80,71,66,76,36,68,71
João Pedro,19,182,70,4500000,Medium,Medium,78,68,59,74,22,57,71
R. M'Bolhi,35,191,88,210000,Medium,Medium,71,67,73,75,48,67,71
Ilie Sánchez,30,180,75,1500000,Medium,High,50,47,67,69,69,78,71
F. Jensen,23,183,78,2800000,High,High,69,68,67,74,51,70,71
Mauro Riboas,29,176,75,1800000,Medium,Medium,66,61,70,73,39,55,71
A. Öztürk,27,186,89,1900000,Medium,Medium,57,55,56,63,70,82,71
Luis Muñoz,24,182,76,3700000,Medium,Medium,66,69,63,66,69,74,71
M. Olsson,33,180,78,975000,High,Medium,69,61,67,67,69,72,71
C. Cásseres Jr,21,175,68,4000000,High,High,75,57,65,71,69,70,71
L. Caldirola,30,186,78,1500000,Medium,Medium,49,42,63,60,71,69,71
J. Mišić,27,184,79,2000000,Medium,Medium,59,69,73,71,62,68,71
M. Olivera,29,181,80,1600000,High,Medium,69,58,62,72,70,70,71
Marafona,34,190,86,325000,Medium,Medium,68,73,66,72,37,72,71
M. Maolida,22,182,78,2900000,Medium,Low,78,68,63,75,24,58,71
A. Hadžiahmetović,24,179,70,3500000,Medium,Medium,69,58,68,71,67,71,71
T. Valls,25,178,71,2600000,Medium,Medium,65,66,73,71,64,69,71
L. Venuti,26,176,66,2300000,Medium,High,73,26,59,66,68,61,71
D. Vavro,25,189,81,3400000,Medium,Medium,63,49,51,55,70,77,71
E. Shomurodov,26,190,76,2500000,High,Medium,81,70,62,70,37,69,71
J. Moulin,35,185,88,210000,Medium,Medium,72,70,65,73,52,72,71
Judson,28,170,71,1600000,Medium,High,69,42,59,63,67,76,71
A. Hanche-Olsen,24,185,82,2600000,Medium,High,67,35,53,58,70,78,71
A. Rinomhota,24,175,72,2600000,Medium,High,82,54,59,71,72,83,71
D. Machado,27,173,75,1800000,High,Medium,86,56,63,71,65,70,71
E. Hestad,26,183,75,2200000,Medium,Medium,75,64,68,73,53,68,71
J. Gélin,24,183,79,2700000,Medium,Medium,52,36,66,61,72,70,71
Sandro Manoel,32,176,77,1200000,Medium,Medium,61,55,69,64,66,80,71
M. Leitner,28,178,67,1900000,Medium,Medium,66,65,73,73,59,54,71
K. Dowell,23,185,70,2800000,Medium,Low,64,68,70,72,44,51,71
Fábio,24,193,81,2900000,High,High,77,67,43,67,43,78,71
K. Noborizato,30,168,68,1600000,High,Medium,90,57,64,72,61,69,71
N. Capaldo,22,177,73,3000000,High,High,75,64,69,69,68,75,71
A. Silva,37,190,92,210000,Medium,Medium,70,67,64,71,39,70,71
F. Barba,27,186,80,1900000,Medium,Medium,69,30,57,61,72,70,71
J. Torres Nilo,33,182,76,900000,Medium,High,66,46,60,64,67,88,71
S. Piette,26,171,79,2000000,Low,High,55,38,56,62,70,81,71
Choi Young Joon,29,181,76,1600000,Medium,High,70,61,66,67,67,75,71
Blanco,20,176,68,4500000,High,Medium,61,56,67,66,62,58,71
A. Lotti,25,179,70,2800000,Medium,Medium,76,71,55,72,26,63,71
A. Barillà,33,180,78,1200000,High,Medium,78,66,70,72,66,75,71
K. Long,30,190,82,1500000,Low,Medium,51,35,50,55,71,71,71
Bojan,30,170,68,1800000,Medium,Low,68,71,71,74,26,43,71
L. Blessing,24,160,64,2700000,High,High,86,61,66,75,68,60,71
F. Troyansky,24,178,77,2900000,High,Medium,75,70,69,71,35,73,71
S. Hedlund,28,173,66,1900000,High,Medium,89,64,66,73,27,68,71
N. Collins,20,193,81,3800000,Medium,High,65,26,53,56,71,75,71
F. Russo,26,185,78,2300000,Medium,Medium,66,30,50,47,74,71,71
Carlinhos,27,179,81,2200000,Medium,Medium,69,65,69,75,47,73,71
N. Gyömbér,28,189,74,1600000,Medium,High,57,31,42,49,73,67,71
R. Insigne,27,172,65,2200000,High,Low,82,65,71,75,27,39,71
T. Usami,29,178,69,1900000,Medium,Low,78,68,70,74,43,63,71
E. Mera,36,167,66,600000,Medium,Medium,68,70,67,73,50,62,71
F. Kastenmeier,24,192,85,2100000,Medium,Medium,73,67,70,73,25,67,71
J. Sargent,21,185,79,4200000,High,High,75,70,61,71,41,70,71
F. Dabo,25,181,76,2400000,High,Medium,77,48,63,68,66,76,71
J. Urretaviscaya,31,174,63,1600000,Medium,Medium,72,67,73,72,38,52,71
I. Chair,23,171,64,3000000,High,Medium,75,65,68,73,31,48,71
Walter Silvieiro,29,179,70,1900000,High,Low,72,76,61,64,36,62,71
L. Vásquez,29,186,80,1600000,Medium,High,28,55,60,60,66,75,71
D. Phillips,26,188,89,1900000,Medium,Medium,73,69,62,72,45,70,71
J. Murillo,27,183,80,2100000,Medium,High,79,38,53,61,70,79,71
M. Mitrović,27,187,85,2100000,Low,High,45,50,57,59,73,73,71
M. Franke,28,193,90,1600000,Medium,High,58,31,40,44,72,77,71
E. Torregrossa,29,184,87,1900000,Medium,Medium,71,70,55,67,28,72,71
E. Cömert,23,183,80,3900000,Medium,Medium,78,44,54,55,70,76,71
K. Papadopoulos,29,185,87,0,Low,Medium,51,41,50,46,69,78,71
T. Cardona,25,185,77,2500000,Low,Medium,50,41,47,56,69,82,71
S. Brown,36,175,80,375000,Medium,High,35,60,60,68,70,75,71
T. Fosu,25,172,67,2400000,Medium,Medium,85,64,64,73,38,62,71
K. Rausch,31,181,79,1400000,Medium,Medium,74,65,70,71,68,71,71
Thiago Santana,28,184,79,1900000,High,Medium,67,74,57,68,24,78,71
Quique,31,175,67,1600000,High,Medium,72,70,64,71,43,67,71
J. Cifuentes,22,173,70,3600000,Medium,High,66,56,64,73,67,74,71
S. Giménez,20,182,69,4500000,High,Medium,76,69,60,64,39,75,71
Josué da Feira,29,177,71,1900000,Medium,Medium,67,74,60,71,29,60,71
C. Cándido,26,174,65,2300000,High,Medium,85,53,64,67,67,52,71
J. Eggestein,23,183,75,3000000,High,High,69,70,67,74,37,61,71
F. Formiliano,28,185,85,1900000,Medium,Medium,64,27,50,55,69,78,71
D. Đoković,31,190,86,1300000,Medium,Medium,65,64,69,68,65,82,71
G. Kotsiras,28,183,77,1700000,High,Medium,81,51,66,70,66,67,71
F. N'Sakala,30,178,80,1600000,High,Medium,83,45,66,72,64,77,71
C. Songkrasin,27,158,56,2000000,High,High,82,63,71,78,26,46,71
D. Khocholava,28,192,92,1900000,Low,Medium,59,47,47,56,70,77,71
S. Barreto,22,183,77,3500000,Low,High,72,30,43,49,70,76,71
F. Hadergjonaj,26,183,73,2000000,High,Medium,81,48,65,69,65,70,71
A. Ocanto,32,182,80,1500000,High,Low,78,69,65,72,27,61,71
D. Drexler,31,182,71,1600000,Medium,High,67,63,70,73,40,58,71
M. Leckie,30,181,82,1800000,Medium,Medium,81,65,64,73,51,70,71
M. Pigliacelli,28,184,83,1300000,Medium,Medium,69,71,83,70,48,70,71
R. Framberger,25,179,76,2300000,Medium,Medium,81,41,56,58,69,61,71
Daguinho Parrela,25,185,81,1900000,Medium,Medium,75,44,68,58,68,75,71
C. Zimmermann,28,194,92,1600000,Medium,High,47,33,40,41,72,80,71
Lee Chung Yong,32,180,70,1500000,High,Medium,70,61,69,76,53,60,71
C. Eiting,23,178,72,3700000,Medium,Medium,53,55,76,70,63,56,71
R. Amaral,24,178,83,2700000,Medium,Low,49,73,73,74,30,58,71
M. Topal,35,187,82,525000,Medium,Medium,48,64,63,65,72,73,71
Abdón Prats,28,181,81,1900000,Medium,Medium,67,76,60,69,29,62,71
V. Korniienko,22,175,70,4000000,High,Medium,75,43,71,70,65,76,71
B. Maubleu,31,192,83,1000000,Medium,Medium,69,70,67,70,41,71,71
Jubal,27,190,80,2000000,Medium,Medium,57,29,44,54,71,73,71
Henrique,27,173,72,2000000,High,Medium,76,45,61,70,68,65,71
F. Márquez,33,184,86,1200000,Medium,Medium,70,70,62,65,38,70,71
F. Viáfara,29,167,65,1600000,High,Low,89,53,61,68,62,56,71
B. Dibassy,31,183,74,1300000,Medium,High,71,54,61,67,71,78,71
J. Mombris,33,187,68,975000,High,Medium,75,39,59,64,67,77,71
Paulinho,24,173,65,2800000,High,High,77,62,66,77,66,68,71
I. Khune,34,181,81,325000,Medium,Medium,71,69,90,75,35,64,71
O. McBurnie,25,191,77,2600000,Medium,Medium,55,69,57,68,34,76,71
S. Rojas,25,185,80,2300000,Medium,Medium,70,67,70,73,25,72,71
Riesgo,37,187,72,210000,Medium,Medium,71,72,68,71,53,71,71
O. Moruțan,22,172,71,4200000,Medium,Low,75,69,69,77,42,61,71
M. Manotas,25,178,69,2500000,High,Low,72,71,59,70,33,67,71
B. Martins Indi,29,185,76,1600000,Medium,Medium,44,42,55,57,72,76,71
P. Schiattarella,34,178,73,875000,Medium,High,77,64,70,73,62,69,71
Y. Maruhashi,30,178,73,1600000,High,Medium,78,61,68,68,66,72,71
Q. Bernard,31,184,83,1400000,Medium,Medium,63,57,68,64,66,79,71
Ronaldo Vieira,22,178,70,4000000,Medium,Medium,73,58,65,72,67,75,71
P. Velázquez,34,191,86,900000,High,Low,64,72,53,67,30,76,71
B. Mykhaylichenko,24,179,74,2500000,High,Medium,75,59,67,70,66,72,71
G. Burdisso,32,189,82,1200000,Medium,High,45,43,54,52,70,78,71
V. Misidjan,27,173,70,2000000,Medium,Medium,86,62,64,76,29,58,71
P. Burner,25,170,61,2200000,High,Medium,78,55,63,71,65,71,71
O. Jansson,30,187,82,1400000,Medium,Medium,72,67,67,73,34,70,71
H. Kiyotake,31,172,66,1600000,Medium,Medium,70,68,70,72,41,62,71
R. Carrera,27,182,70,2000000,Medium,Medium,80,64,66,69,42,68,71
G. Honeyman,26,173,72,2200000,High,High,72,65,71,70,65,73,71
B. Oczipka,32,185,85,1300000,Medium,Medium,64,59,70,63,68,75,71
M. Ingvartsen,25,187,84,2400000,High,Medium,63,75,63,72,36,72,71
Alex Pozo,22,173,62,4000000,High,Low,74,69,67,75,67,44,71
N. Ferraresi,22,189,80,3900000,Low,Medium,65,26,48,40,71,74,71
Wang Dalei,32,185,75,925000,Medium,Medium,70,69,70,72,59,68,71
Jorge Cuenca,21,190,75,3900000,Medium,Medium,59,35,56,48,72,67,71
Germano Monico,33,168,72,1200000,High,High,57,69,73,70,64,65,71
S. Falta,28,182,70,1900000,Medium,Medium,84,64,65,72,57,66,71
J. Cabot,27,164,64,2000000,Medium,Medium,91,66,60,76,28,53,71
D. Warmerdam,25,180,66,2300000,High,Medium,74,58,66,73,66,76,71
E. Zukanović,34,190,85,600000,Low,High,36,49,64,52,73,76,71
E. Marcondes,26,182,75,2200000,High,Medium,74,68,67,72,38,60,71
D. Sallói,24,185,68,2400000,High,Medium,75,72,67,70,38,69,71
P. Diop,23,180,68,2600000,Medium,Medium,75,57,66,68,65,73,71
F. Rodríguez,32,184,80,925000,Medium,Medium,68,68,71,73,52,72,71
A. Szalai,33,193,93,1200000,High,High,33,72,58,62,43,77,71
M. Bettinelli,29,194,82,1600000,Medium,Medium,71,68,73,73,29,73,71
M. Tolić,24,189,81,2800000,High,Low,61,72,73,77,40,67,71
S. Lončar,24,187,74,3900000,High,High,61,62,67,71,65,73,71
A. Godoy,31,183,82,1300000,Medium,Medium,32,55,64,65,64,75,71
J. Vásquez,22,185,72,3900000,Medium,High,66,32,57,55,73,72,71
M. Ashimeru,23,182,72,3700000,Medium,Medium,74,65,69,75,61,66,71
S. Khaoui,26,180,68,2400000,Medium,Medium,65,68,70,74,46,60,71
Marco Baixinho,31,186,80,1300000,High,Low,53,34,49,53,72,78,71
Paulão Junqueiras,21,193,96,2200000,Medium,Low,38,77,51,62,27,71,71
A. Sigurðsson,22,177,75,4200000,High,Low,76,68,67,73,41,62,71
M. Longstaff,21,171,65,4200000,High,Medium,69,67,70,70,58,60,71
A. Gomes,20,168,56,4099999,Medium,Medium,75,70,69,75,40,58,71
L. Höler,26,184,83,2200000,Medium,Medium,70,72,50,59,40,78,71
A. Gruber,26,174,70,2400000,High,Medium,82,71,69,71,34,65,71
M. Bani,27,188,81,1900000,Medium,Medium,56,18,42,52,73,70,71
S. Lovrič,23,180,75,4099999,Medium,Medium,53,62,71,70,62,68,71
A. D'Alberto,26,178,69,2000000,Medium,Medium,79,36,60,68,66,67,71
Rafanilton Vilela,33,180,71,1200000,High,Low,82,63,60,74,25,62,71
O. Ntcham,25,180,80,2700000,High,Medium,67,68,72,75,63,73,71
D. Banguero,31,185,79,1400000,Medium,Medium,78,57,62,63,66,80,71
Jesiel,27,186,84,2000000,Medium,Medium,51,30,48,50,72,78,71
F. Santander,30,187,84,1800000,High,Medium,68,70,62,68,31,77,71
C. Doukouré,28,180,82,1600000,Medium,Medium,65,62,65,65,71,75,71
A. Forshaw,29,174,71,1800000,Medium,High,65,61,72,71,64,64,71
S. Rodríguez,21,172,62,4200000,High,Low,77,62,65,74,37,48,71
G. Hooper,33,179,82,1200000,Medium,Low,59,73,62,66,30,68,71
B. Cáceres,32,177,79,1500000,Medium,Medium,70,65,69,66,55,62,71
S. Luperto,24,191,75,2700000,Low,Medium,49,55,60,59,74,68,71
J. Van Rankin,28,178,73,1700000,Medium,Medium,73,39,63,68,68,75,71
J. Dátolo,37,179,77,600000,High,Low,52,73,73,71,47,55,71
Paulinho,26,168,58,2200000,High,Medium,76,72,73,76,44,66,71
Escassi,32,185,79,1200000,Medium,Medium,47,58,63,58,71,81,71
Lee Dong Jun,24,173,65,3000000,High,Medium,89,62,56,77,43,60,71
J. Esquivel,23,179,74,2700000,Medium,High,70,51,60,63,70,74,71
Wallace,26,191,85,2000000,Medium,Medium,65,28,44,48,71,74,71
O. John,29,179,72,1800000,High,Low,72,63,69,73,25,58,71
M. Tirpan,27,177,74,2000000,Medium,Medium,72,54,65,65,71,67,71
A. Briseño,27,185,81,2000000,Low,High,59,43,49,58,70,78,71
C. Rius,32,175,71,1500000,Medium,Medium,75,63,70,75,55,65,71
T. Nianzou,19,187,83,4200000,Low,High,69,37,55,62,71,74,71
L. Openda,21,174,78,4200000,High,Low,93,67,62,71,25,72,71
G. Saville,28,182,73,1900000,Medium,Medium,63,66,69,69,68,75,71
G. Carrillo,30,191,87,1800000,Medium,Medium,46,74,54,70,39,72,71
Jozabed,30,180,70,1800000,Medium,Medium,57,67,71,71,58,65,71
K. Nisbet,24,180,77,2700000,High,High,75,71,63,68,38,71,71
M. Bolaños,31,172,63,1600000,High,Low,80,72,65,75,26,65,71
Juankar,31,178,68,1400000,Medium,Medium,74,61,66,71,65,69,71
E. Goldaniga,27,193,82,1900000,Medium,High,43,33,41,51,73,67,71
I. Kutepov,27,192,84,1900000,Medium,High,35,48,55,52,73,72,71
F. Kudryashov,34,181,81,700000,Medium,Medium,71,45,61,63,70,75,71
S. Moharrami,25,174,71,2300000,High,High,81,30,52,68,70,59,71
L. Castro,32,183,80,1500000,Medium,Medium,68,73,63,65,32,68,71
M. Ishak,28,185,81,1900000,Medium,High,71,71,56,65,38,78,71
J. Gómez,31,171,68,1600000,Medium,Medium,72,67,70,74,37,63,71
M. Yatabaré,35,186,84,800000,High,Medium,63,73,60,66,31,75,71
O. Hernández,28,172,76,1900000,High,Medium,83,65,62,73,34,69,71
B. Schenkeveld,29,185,83,1600000,Medium,Medium,77,39,59,64,70,76,71
H. De La Fuente,24,177,73,2500000,High,Low,84,60,61,72,63,78,71
W. Vaulks,27,180,75,1800000,Medium,High,55,64,65,65,69,77,71
Rafael Camacho,21,175,65,4200000,High,Medium,82,61,65,76,54,58,71
G. Sakai,30,176,74,1600000,High,Medium,76,52,66,68,66,74,71
B. Wright-Phillips,36,173,75,650000,Medium,Low,62,71,57,68,43,67,71
L. Palmiero,25,173,69,2700000,Medium,High,67,63,72,73,65,62,71
Clayton Fildeiras,25,172,69,2100000,High,Medium,72,68,69,73,46,73,71
Gus Outomouro,25,175,73,2100000,Medium,Medium,71,72,68,73,28,62,71
J. Faussurier,34,173,70,700000,Medium,Medium,57,59,73,70,69,68,71
A. Batalla,25,185,87,2200000,Medium,Medium,72,68,67,72,42,69,71
K. Piątkowski,21,191,83,3900000,High,High,81,47,64,65,69,82,71
Brenner,21,175,70,4200000,High,Low,77,70,62,75,26,52,71
A. Smithies,31,189,88,1000000,Medium,Medium,72,69,68,71,59,71,71
V. Wormgoor,32,188,81,1200000,Medium,High,32,38,56,52,70,81,71
